evidence,gocategory,id,pubmed,qualifier,term,gene,ontology,category
IDA,CC,GO:0032040,34516797,part_of,small-subunit processome,WDR43,CC,
IEA,CC,GO:0005634,,located_in,nucleus,ARMCX3,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,ARMCX3,CC,
HTP,CC,GO:0005739,34800366,located_in,mitochondrion,ARMCX3,CC,
IBA,CC,GO:0005739,,is_active_in,mitochondrion,ARMCX3,CC,
IEA,CC,GO:0005739,,located_in,mitochondrion,ARMCX3,CC,
IEA,CC,GO:0005741,,located_in,mitochondrial outer membrane,ARMCX3,CC,
IEA,CC,GO:0005829,,located_in,cytosol,ARMCX3,CC,
IEA,CC,GO:0016020,,located_in,membrane,ARMCX3,CC,
IEA,CC,GO:1904115,,located_in,axon cytoplasm,ARMCX3,CC,
IEA,CC,GO:0005634,,located_in,nucleus,NOC3L,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,NOC3L,CC,
IBA,CC,GO:0005730,,is_active_in,nucleolus,NOC3L,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,NOC3L,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,NOC3L,CC,
IDA,CC,GO:0005739,,located_in,mitochondrion,NOC3L,CC,
IEA,CC,GO:0016607,,located_in,nuclear speck,NOC3L,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,ECHDC1,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,ECHDC1,CC,
IEA,CC,GO:0005829,,located_in,cytosol,ECHDC1,CC,
ISS,CC,GO:0005829,,located_in,cytosol,ECHDC1,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,RIOK1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,RIOK1,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,RIOK1,CC,
IDA,CC,GO:0005829,21081503,located_in,cytosol,RIOK1,CC,
IEA,CC,GO:0005829,,located_in,cytosol,RIOK1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,RIOK1,CC,
IBA,CC,GO:0030688,,part_of,"preribosome, small subunit precursor",RIOK1,CC,
IDA,CC,GO:0030688,22072790,part_of,"preribosome, small subunit precursor",RIOK1,CC,
IMP,CC,GO:0034708,21081503,part_of,methyltransferase complex,RIOK1,CC,
IDA,CC,GO:0000421,17984323,located_in,autophagosome membrane,CHMP2B,CC,
IDA,CC,GO:0000776,26040712,located_in,kinetochore,CHMP2B,CC,
IEA,CC,GO:0000776,,located_in,kinetochore,CHMP2B,CC,
IBA,CC,GO:0000815,,part_of,ESCRT III complex,CHMP2B,CC,
IDA,CC,GO:0000815,24878737,part_of,ESCRT III complex,CHMP2B,CC,
NAS,CC,GO:0000815,36107470,part_of,ESCRT III complex,CHMP2B,CC,
TAS,CC,GO:0000815,"[20588296, 21118109]",part_of,ESCRT III complex,CHMP2B,CC,
IDA,CC,GO:0005643,26040713,part_of,nuclear pore,CHMP2B,CC,
IEA,CC,GO:0005643,,part_of,nuclear pore,CHMP2B,CC,
IDA,CC,GO:0005737,"[24878737, 25468996]",located_in,cytoplasm,CHMP2B,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,CHMP2B,CC,
IDA,CC,GO:0005764,16041373,colocalizes_with,lysosome,CHMP2B,CC,
IDA,CC,GO:0005765,17984323,located_in,lysosomal membrane,CHMP2B,CC,
IEA,CC,GO:0005765,,located_in,lysosomal membrane,CHMP2B,CC,
IDA,CC,GO:0005768,24878737,colocalizes_with,endosome,CHMP2B,CC,
IEA,CC,GO:0005768,,located_in,endosome,CHMP2B,CC,
IDA,CC,GO:0005770,16041373,colocalizes_with,late endosome,CHMP2B,CC,
IBA,CC,GO:0005771,,is_active_in,multivesicular body,CHMP2B,CC,
IDA,CC,GO:0005828,26040712,located_in,kinetochore microtubule,CHMP2B,CC,
IEA,CC,GO:0005828,,located_in,kinetochore microtubule,CHMP2B,CC,
IDA,CC,GO:0005829,16041373,located_in,cytosol,CHMP2B,CC,
IEA,CC,GO:0005829,,located_in,cytosol,CHMP2B,CC,
TAS,CC,GO:0005829,,located_in,cytosol,CHMP2B,CC,
IDA,CC,GO:0005886,24878737,colocalizes_with,plasma membrane,CHMP2B,CC,
IDA,CC,GO:0005886,24878737,located_in,plasma membrane,CHMP2B,CC,
IEA,CC,GO:0014069,,is_active_in,postsynaptic density,CHMP2B,CC,
IEA,CC,GO:0016020,,located_in,membrane,CHMP2B,CC,
IDA,CC,GO:0030496,26040712,located_in,midbody,CHMP2B,CC,
IEA,CC,GO:0030496,,located_in,midbody,CHMP2B,CC,
IEA,CC,GO:0031902,,located_in,late endosome membrane,CHMP2B,CC,
IDA,CC,GO:0032585,16554368,located_in,multivesicular body membrane,CHMP2B,CC,
IEA,CC,GO:0032585,,located_in,multivesicular body membrane,CHMP2B,CC,
HDA,CC,GO:0070062,"[19056867, 23533145]",located_in,extracellular exosome,CHMP2B,CC,
IEA,CC,GO:0098978,,is_active_in,glutamatergic synapse,CHMP2B,CC,
IDA,CC,GO:1904930,17984323,located_in,amphisome membrane,CHMP2B,CC,
IEA,CC,GO:1904930,,located_in,amphisome membrane,CHMP2B,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,HSPA14,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,HSPA14,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,HSPA14,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,HSPA14,CC,
IDA,CC,GO:0005829,"[16002468, 21231916]",located_in,cytosol,HSPA14,CC,
IEA,CC,GO:0005829,,located_in,cytosol,HSPA14,CC,
IBA,CC,GO:0005840,,colocalizes_with,ribosome,HSPA14,CC,
IDA,CC,GO:0005840,16002468,colocalizes_with,ribosome,HSPA14,CC,
IBA,CC,GO:0005886,,is_active_in,plasma membrane,HSPA14,CC,
HDA,CC,GO:0016020,19946888,located_in,membrane,HSPA14,CC,
IEA,CC,GO:0005794,,located_in,Golgi apparatus,GKAP1,CC,
ISS,CC,GO:0005794,,located_in,Golgi apparatus,GKAP1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,DUSP16,CC,
IDA,CC,GO:0005634,11489891,located_in,nucleus,DUSP16,CC,
IEA,CC,GO:0005634,,located_in,nucleus,DUSP16,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,DUSP16,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,DUSP16,CC,
IDA,CC,GO:0005737,11489891,located_in,cytoplasm,DUSP16,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,DUSP16,CC,
TAS,CC,GO:0005829,,located_in,cytosol,DUSP16,CC,
IEA,CC,GO:0031410,,located_in,cytoplasmic vesicle,DUSP16,CC,
IDA,CC,GO:0000159,"[17055435, 17174897]",part_of,protein phosphatase type 2A complex,PPP2CA,CC,
IEA,CC,GO:0000159,,part_of,protein phosphatase type 2A complex,PPP2CA,CC,
TAS,CC,GO:0000159,11007961,part_of,protein phosphatase type 2A complex,PPP2CA,CC,
IEA,CC,GO:0000775,,located_in,"chromosome, centromeric region",PPP2CA,CC,
IDA,CC,GO:0000785,"[33243860, 34004147]",is_active_in,chromatin,PPP2CA,CC,
IEA,CC,GO:0000922,,located_in,spindle pole,PPP2CA,CC,
IDA,CC,GO:0005634,"[33243860, 34004147, 39032490]",is_active_in,nucleus,PPP2CA,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PPP2CA,CC,
NAS,CC,GO:0005634,11007961,located_in,nucleus,PPP2CA,CC,
IEA,CC,GO:0005694,,located_in,chromosome,PPP2CA,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,PPP2CA,CC,
NAS,CC,GO:0005739,11007961,located_in,mitochondrion,PPP2CA,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,PPP2CA,CC,
IDA,CC,GO:0005829,39032490,is_active_in,cytosol,PPP2CA,CC,
IEA,CC,GO:0005829,,located_in,cytosol,PPP2CA,CC,
TAS,CC,GO:0005829,11007961,located_in,cytosol,PPP2CA,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,PPP2CA,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,PPP2CA,CC,
IDA,CC,GO:0008287,29063833,part_of,protein serine/threonine phosphatase complex,PPP2CA,CC,
NAS,CC,GO:0015630,11007961,located_in,microtubule cytoskeleton,PPP2CA,CC,
NAS,CC,GO:0016020,11007961,located_in,membrane,PPP2CA,CC,
IDA,CC,GO:0045121,16258073,located_in,membrane raft,PPP2CA,CC,
IEA,CC,GO:0045202,,is_active_in,synapse,PPP2CA,CC,
HDA,CC,GO:0070062,20458337,located_in,extracellular exosome,PPP2CA,CC,
IDA,CC,GO:0090443,"[29063833, 33633399]",part_of,FAR/SIN/STRIPAK complex,PPP2CA,CC,
IEA,CC,GO:0090443,,part_of,FAR/SIN/STRIPAK complex,PPP2CA,CC,
IDA,CC,GO:0160232,"[33243860, 34004147, 34762484, 36869814, 37080207, 38570683]",part_of,INTAC complex,PPP2CA,CC,
TAS,CC,GO:0005576,,located_in,extracellular region,NEU1,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,NEU1,CC,
IBA,CC,GO:0005764,,is_active_in,lysosome,NEU1,CC,
IDA,CC,GO:0005764,"[8985184, 25153125]",located_in,lysosome,NEU1,CC,
IEA,CC,GO:0005764,,located_in,lysosome,NEU1,CC,
IEA,CC,GO:0005765,,located_in,lysosomal membrane,NEU1,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,NEU1,CC,
IBA,CC,GO:0016020,,is_active_in,membrane,NEU1,CC,
IEA,CC,GO:0016020,,located_in,membrane,NEU1,CC,
IDA,CC,GO:0030054,,located_in,cell junction,NEU1,CC,
IEA,CC,GO:0031410,,located_in,cytoplasmic vesicle,NEU1,CC,
TAS,CC,GO:0035580,,located_in,specific granule lumen,NEU1,CC,
IEA,CC,GO:0043202,,located_in,lysosomal lumen,NEU1,CC,
TAS,CC,GO:0043202,,located_in,lysosomal lumen,NEU1,CC,
HDA,CC,GO:0070062,"[19199708, 23533145]",located_in,extracellular exosome,NEU1,CC,
IEA,CC,GO:0000428,,part_of,DNA-directed RNA polymerase complex,POLR3C,CC,
IEA,CC,GO:0005634,,located_in,nucleus,POLR3C,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,POLR3C,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,POLR3C,CC,
IBA,CC,GO:0005666,,part_of,RNA polymerase III complex,POLR3C,CC,
IDA,CC,GO:0005666,"[24107381, 33335104, 34675218]",part_of,RNA polymerase III complex,POLR3C,CC,
IEA,CC,GO:0005666,,part_of,RNA polymerase III complex,POLR3C,CC,
TAS,CC,GO:0005666,9171375,part_of,RNA polymerase III complex,POLR3C,CC,
TAS,CC,GO:0005829,,located_in,cytosol,POLR3C,CC,
IEA,CC,GO:0005634,,located_in,nucleus,GET3,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,GET3,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,GET3,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,GET3,CC,
TAS,CC,GO:0005730,9736449,located_in,nucleolus,GET3,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,GET3,CC,
TAS,CC,GO:0005737,9736449,located_in,cytoplasm,GET3,CC,
IEA,CC,GO:0005783,,located_in,endoplasmic reticulum,GET3,CC,
IDA,CC,GO:0005789,32910895,is_active_in,endoplasmic reticulum membrane,GET3,CC,
NAS,CC,GO:0005789,32910895,located_in,endoplasmic reticulum membrane,GET3,CC,
IBA,CC,GO:0043529,,part_of,GET complex,GET3,CC,
IDA,CC,GO:0043529,32910895,part_of,GET complex,GET3,CC,
IEA,CC,GO:0043529,,part_of,GET complex,GET3,CC,
IPI,CC,GO:0043529,"[23041287, 32910895]",part_of,GET complex,GET3,CC,
HDA,CC,GO:0070062,19056867,located_in,extracellular exosome,GET3,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,PPM1E,CC,
IEA,CC,GO:0005634,,located_in,nucleus,PPM1E,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,PPM1E,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,PPM1E,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,PPM1E,CC,
IDA,CC,GO:0032991,11864573,part_of,protein-containing complex,PPM1E,CC,
IEA,CC,GO:0005634,,located_in,nucleus,MYNN,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,MYNN,CC,
IDA,CC,GO:0000151,19043414,part_of,ubiquitin ligase complex,RCHY1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,RCHY1,CC,
IDA,CC,GO:0005634,"[19483087, 25848801]",located_in,nucleus,RCHY1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,RCHY1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,RCHY1,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,RCHY1,CC,
IDA,CC,GO:0005737,15781263,located_in,cytoplasm,RCHY1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,RCHY1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,RCHY1,CC,
IEA,CC,GO:0016607,,located_in,nuclear speck,RCHY1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,CCDC59,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,CCDC59,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,PDRG1,CC,
IEA,CC,GO:0016272,,part_of,prefoldin complex,PDRG1,CC,
NAS,CC,GO:0101031,29662061,part_of,protein folding chaperone complex,PDRG1,CC,
IPI,CC,GO:1990062,31738558,part_of,RPAP3/R2TP/prefoldin-like complex,PDRG1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,TOB2,CC,
TAS,CC,GO:0005634,10602502,located_in,nucleus,TOB2,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,TOB2,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,TOB2,CC,
IDA,CC,GO:0005829,,located_in,cytosol,TOB2,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,NAA25,CC,
IDA,CC,GO:0005737,18570629,located_in,cytoplasm,NAA25,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,NAA25,CC,
IDA,CC,GO:0005794,,located_in,Golgi apparatus,NAA25,CC,
IDA,CC,GO:0005829,,located_in,cytosol,NAA25,CC,
IBA,CC,GO:0031416,,part_of,NatB complex,NAA25,CC,
IPI,CC,GO:0031416,18570629,part_of,NatB complex,NAA25,CC,
TAS,CC,GO:0005576,,located_in,extracellular region,LRP6,CC,
IDA,CC,GO:0005769,16890161,colocalizes_with,early endosome,LRP6,CC,
IEA,CC,GO:0005769,,located_in,early endosome,LRP6,CC,
IEA,CC,GO:0005783,,located_in,endoplasmic reticulum,LRP6,CC,
IDA,CC,GO:0005794,16890161,colocalizes_with,Golgi apparatus,LRP6,CC,
IDA,CC,GO:0005886,23572575,is_active_in,plasma membrane,LRP6,CC,
IDA,CC,GO:0005886,"[16263759, 16890161, 17569865]",located_in,plasma membrane,LRP6,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,LRP6,CC,
TAS,CC,GO:0005886,,located_in,plasma membrane,LRP6,CC,
IDA,CC,GO:0005901,"[16890161, 17569865]",colocalizes_with,caveola,LRP6,CC,
IDA,CC,GO:0009986,12897152,located_in,cell surface,LRP6,CC,
IEA,CC,GO:0016020,,located_in,membrane,LRP6,CC,
IDA,CC,GO:0031410,"[16890161, 20093472]",located_in,cytoplasmic vesicle,LRP6,CC,
TAS,CC,GO:0031901,,located_in,early endosome membrane,LRP6,CC,
IEA,CC,GO:0043025,,located_in,neuronal cell body,LRP6,CC,
IEA,CC,GO:0045121,,located_in,membrane raft,LRP6,CC,
IEA,CC,GO:0045202,,located_in,synapse,LRP6,CC,
IDA,CC,GO:1990851,20093360,part_of,Wnt-Frizzled-LRP5/6 complex,LRP6,CC,
IEA,CC,GO:1990851,,part_of,Wnt-Frizzled-LRP5/6 complex,LRP6,CC,
IPI,CC,GO:1990851,"[11029007, 11448771]",part_of,Wnt-Frizzled-LRP5/6 complex,LRP6,CC,
TAS,CC,GO:1990851,22988876,part_of,Wnt-Frizzled-LRP5/6 complex,LRP6,CC,
IDA,CC,GO:1990909,22899650,part_of,Wnt signalosome,LRP6,CC,
NAS,CC,GO:1990909,24115276,part_of,Wnt signalosome,LRP6,CC,
IDA,CC,GO:0005634,"[7679069, 16648481]",located_in,nucleus,NFKBIA,CC,
IEA,CC,GO:0005634,,located_in,nucleus,NFKBIA,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,NFKBIA,CC,
IDA,CC,GO:0005737,1493333,is_active_in,cytoplasm,NFKBIA,CC,
IDA,CC,GO:0005737,3140380,located_in,cytoplasm,NFKBIA,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,NFKBIA,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,NFKBIA,CC,
IDA,CC,GO:0005829,,located_in,cytosol,NFKBIA,CC,
IEA,CC,GO:0005829,,located_in,cytosol,NFKBIA,CC,
TAS,CC,GO:0005829,,located_in,cytosol,NFKBIA,CC,
IDA,CC,GO:0005886,,located_in,plasma membrane,NFKBIA,CC,
IMP,CC,GO:0033256,16938301,part_of,I-kappaB/NF-kappaB complex,NFKBIA,CC,
IDA,CC,GO:0005634,18809579,is_active_in,nucleus,FBXO3,CC,
IEA,CC,GO:0005634,,located_in,nucleus,FBXO3,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,FBXO3,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,FBXO3,CC,
IDA,CC,GO:0005829,,located_in,cytosol,FBXO3,CC,
IDA,CC,GO:0019005,26037928,part_of,SCF ubiquitin ligase complex,FBXO3,CC,
HDA,CC,GO:0005634,21630459,located_in,nucleus,BAG1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,BAG1,CC,
IDA,CC,GO:0005634,9679980,located_in,nucleus,BAG1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,BAG1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,BAG1,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,BAG1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,BAG1,CC,
TAS,CC,GO:0005737,8947043,located_in,cytoplasm,BAG1,CC,
IBA,CC,GO:0005829,,is_active_in,cytosol,BAG1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,BAG1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,BAG1,CC,
IBA,CC,GO:0016020,,is_active_in,membrane,BAG1,CC,
ISA,CC,GO:0000785,,located_in,chromatin,RFX1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,RFX1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,RFX1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,RPS19BP1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,RPS19BP1,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,RPS19BP1,CC,
ISS,CC,GO:0005654,16289379,located_in,nucleoplasm,RPS19BP1,CC,
IBA,CC,GO:0005730,,is_active_in,nucleolus,RPS19BP1,CC,
IDA,CC,GO:0005730,,located_in,nucleolus,RPS19BP1,CC,
IEA,CC,GO:0005730,,located_in,nucleolus,RPS19BP1,CC,
ISS,CC,GO:0005730,16289379,located_in,nucleolus,RPS19BP1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,RPS19BP1,CC,
IDA,CC,GO:0032040,34516797,part_of,small-subunit processome,RPS19BP1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,SNX16,CC,
IEA,CC,GO:0005764,,located_in,lysosome,SNX16,CC,
IEA,CC,GO:0005768,,located_in,endosome,SNX16,CC,
IBA,CC,GO:0005769,,is_active_in,early endosome,SNX16,CC,
IDA,CC,GO:0005769,12813048,located_in,early endosome,SNX16,CC,
IBA,CC,GO:0005770,,is_active_in,late endosome,SNX16,CC,
IDA,CC,GO:0005770,12813048,located_in,late endosome,SNX16,CC,
IDA,CC,GO:0010008,12813048,located_in,endosome membrane,SNX16,CC,
IEA,CC,GO:0016020,,located_in,membrane,SNX16,CC,
IEA,CC,GO:0031901,,located_in,early endosome membrane,SNX16,CC,
IEA,CC,GO:0031902,,located_in,late endosome membrane,SNX16,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,FERRY3,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,FERRY3,CC,
ISS,CC,GO:0005737,,located_in,cytoplasm,FERRY3,CC,
IEA,CC,GO:0005768,,located_in,endosome,FERRY3,CC,
IDA,CC,GO:0005769,37267905,located_in,early endosome,FERRY3,CC,
IEA,CC,GO:0005769,,located_in,early endosome,FERRY3,CC,
IPI,CC,GO:0032991,37267905,part_of,protein-containing complex,FERRY3,CC,
IDA,CC,GO:0005737,23201090,located_in,cytoplasm,LIN7C,CC,
IDA,CC,GO:0005886,"[21849460, 23201090]",located_in,plasma membrane,LIN7C,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,LIN7C,CC,
TAS,CC,GO:0005886,,located_in,plasma membrane,LIN7C,CC,
IBA,CC,GO:0005911,,is_active_in,cell-cell junction,LIN7C,CC,
IDA,CC,GO:0005911,23201090,located_in,cell-cell junction,LIN7C,CC,
IEA,CC,GO:0005911,,located_in,cell-cell junction,LIN7C,CC,
IEA,CC,GO:0005923,,located_in,bicellular tight junction,LIN7C,CC,
IEA,CC,GO:0016020,,located_in,membrane,LIN7C,CC,
IBA,CC,GO:0016323,,is_active_in,basolateral plasma membrane,LIN7C,CC,
IEA,CC,GO:0016323,,located_in,basolateral plasma membrane,LIN7C,CC,
IBA,CC,GO:0045202,,is_active_in,synapse,LIN7C,CC,
IEA,CC,GO:0045202,,is_active_in,synapse,LIN7C,CC,
IEA,CC,GO:0045202,,located_in,synapse,LIN7C,CC,
IEA,CC,GO:0045211,,located_in,postsynaptic membrane,LIN7C,CC,
IEA,CC,GO:0070161,,located_in,anchoring junction,LIN7C,CC,
IBA,CC,GO:0097025,,part_of,MPP7-DLG1-LIN7 complex,LIN7C,CC,
IDA,CC,GO:0097025,20702775,part_of,MPP7-DLG1-LIN7 complex,LIN7C,CC,
IEA,CC,GO:0098793,,located_in,presynapse,LIN7C,CC,
IEA,CC,GO:0098839,,located_in,postsynaptic density membrane,LIN7C,CC,
IEA,CC,GO:0098978,,is_active_in,glutamatergic synapse,LIN7C,CC,
ISA,CC,GO:0000785,,located_in,chromatin,JUNB,CC,
TAS,CC,GO:0000785,2513129,located_in,chromatin,JUNB,CC,
IEA,CC,GO:0005634,,located_in,nucleus,JUNB,CC,
NAS,CC,GO:0005634,"[20102225, 23661758]",located_in,nucleus,JUNB,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,JUNB,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,JUNB,CC,
IBA,CC,GO:0005667,,part_of,transcription regulator complex,JUNB,CC,
IDA,CC,GO:0035976,10508860,part_of,transcription factor AP-1 complex,JUNB,CC,
IEA,CC,GO:0035976,,part_of,transcription factor AP-1 complex,JUNB,CC,
IPI,CC,GO:0090575,"[20102225, 23661758]",part_of,RNA polymerase II transcription regulator complex,JUNB,CC,
IDA,CC,GO:0005634,29915238,located_in,nucleus,DRG1,CC,
IEA,CC,GO:0005634,,located_in,nucleus,DRG1,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,DRG1,CC,
IBA,CC,GO:0005737,,is_active_in,cytoplasm,DRG1,CC,
IDA,CC,GO:0005737,"[19819225, 29915238]",located_in,cytoplasm,DRG1,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,DRG1,CC,
IDA,CC,GO:0005829,,located_in,cytosol,DRG1,CC,
TAS,CC,GO:0005829,,located_in,cytosol,DRG1,CC,
HDA,CC,GO:0016020,19946888,located_in,membrane,DRG1,CC,
IDA,CC,GO:0016604,,located_in,nuclear body,DRG1,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,RBM15,CC,
IEA,CC,GO:0005634,,located_in,nucleus,RBM15,CC,
IEA,CC,GO:0005635,,located_in,nuclear envelope,RBM15,CC,
IDA,CC,GO:0005654,24100041,located_in,nucleoplasm,RBM15,CC,
IEA,CC,GO:0005654,,located_in,nucleoplasm,RBM15,CC,
IEA,CC,GO:0016020,,located_in,membrane,RBM15,CC,
IDA,CC,GO:0016607,24100041,located_in,nuclear speck,RBM15,CC,
IEA,CC,GO:0016607,,located_in,nuclear speck,RBM15,CC,
IEA,CC,GO:0031965,,located_in,nuclear membrane,RBM15,CC,
IDA,CC,GO:0036396,27602518,part_of,RNA N6-methyladenosine methyltransferase complex,RBM15,CC,
IEA,CC,GO:0036396,,part_of,RNA N6-methyladenosine methyltransferase complex,RBM15,CC,
IEA,CC,GO:0005634,,located_in,nucleus,IKZF5,CC,
IMP,CC,GO:0005634,31217188,located_in,nucleus,IKZF5,CC,
IMP,CC,GO:0032991,15491138,part_of,protein-containing complex,IKZF5,CC,
IBA,CC,GO:0000776,,is_active_in,kinetochore,AURKA,CC,
IBA,CC,GO:0000922,,is_active_in,spindle pole,AURKA,CC,
IEA,CC,GO:0000922,,located_in,spindle pole,AURKA,CC,
IBA,CC,GO:0005634,,is_active_in,nucleus,AURKA,CC,
IDA,CC,GO:0005634,20531406,located_in,nucleus,AURKA,CC,
TAS,CC,GO:0005634,9153231,located_in,nucleus,AURKA,CC,
IDA,CC,GO:0005654,,located_in,nucleoplasm,AURKA,CC,
TAS,CC,GO:0005654,,located_in,nucleoplasm,AURKA,CC,
IEA,CC,GO:0005737,,located_in,cytoplasm,AURKA,CC,
IBA,CC,GO:0005813,,is_active_in,centrosome,AURKA,CC,
IDA,CC,GO:0005813,"[17726514, 21399614, 21600873, 23213400, 25657325, 30538148]",located_in,centrosome,AURKA,CC,
IEA,CC,GO:0005813,,located_in,centrosome,AURKA,CC,
TAS,CC,GO:0005813,19774610,located_in,centrosome,AURKA,CC,
IEA,CC,GO:0005814,,located_in,centriole,AURKA,CC,
IEA,CC,GO:0005815,,located_in,microtubule organizing center,AURKA,CC,
TAS,CC,GO:0005819,"[9153231, 19774610]",located_in,spindle,AURKA,CC,
IDA,CC,GO:0005829,,located_in,cytosol,AURKA,CC,
TAS,CC,GO:0005829,,located_in,cytosol,AURKA,CC,
IEA,CC,GO:0005856,,located_in,cytoskeleton,AURKA,CC,
IEA,CC,GO:0005874,,located_in,microtubule,AURKA,CC,
IDA,CC,GO:0005876,19801554,colocalizes_with,spindle microtubule,AURKA,CC,
IEA,CC,GO:0005886,,located_in,plasma membrane,AURKA,CC,
IEA,CC,GO:0005929,,located_in,cilium,AURKA,CC,
IEA,CC,GO:0014069,,is_active_in,postsynaptic density,AURKA,CC,
IDA,CC,GO:0015630,19801554,located_in,microtubule cytoskeleton,AURKA,CC,
IEA,CC,GO:0016020,,located_in,membrane,AURKA,CC,
IEA,CC,GO:0016323,,located_in,basolateral plasma membrane,AURKA,CC,
ISS,CC,GO:0016323,,located_in,basolateral plasma membrane,AURKA,CC,
IEA,CC,GO:0030496,,located_in,midbody,AURKA,CC,
TAS,CC,GO:0030496,19774610,located_in,midbody,AURKA,CC,
IDA,CC,GO:0031616,19801554,located_in,spindle pole centrosome,AURKA,CC,
IBA,CC,GO:0032133,,part_of,chromosome passenger complex,AURKA,CC,
IDA,CC,GO:0036064,17604723,located_in,ciliary basal body,AURKA,CC,
IEA,CC,GO:0042585,,located_in,germinal vesicle,AURKA,CC,
IEA,CC,GO:0042995,,located_in,cell projection,AURKA,CC,
IEA,CC,GO:0043005,,located_in,neuron projection,AURKA,CC,
IEA,CC,GO:0043203,,located_in,axon hillock,AURKA,CC,
